,name,operator,Latitude,Longitude
0,"Luzern, Kantonalbank",VBL,47.0486685,8.3060176
1,"Luzern, Pilatusplatz",PAG,47.0472663,8.3040542
2,"Inwil, Pannerhof",VBL,47.1219706,8.3469653
3,"Ballwil, Hochdorfstrasse",PAG,47.1530943,8.3170463
4,"Gelfingen, Kreisel",BSF,47.2141944,8.2654166
5,"Horw, Spier",VBL,47.0112217,8.3056045
6,"Horw, Zentrum",VBL,47.0185281,8.3105503
7,"Luzern, Kasernenplatz",PAG,47.0517242,8.3002229
8,"Emmenbrücke, Geisselermoos",PAG,47.0892722,8.2273364
9,"Altishofen, Bäckerei",PAG,47.1965264,7.9681912
10,"Emmen, Flugzeugwerke",AAGR,47.0865163,8.3095929
11,"Horw, Buholz",VBL,47.0193560,8.3285104
12,"Horw, Felmis",VBL,47.0209928,8.3261646
13,"Luzern, Giseli",VBL,47.0536200,8.3446344
14,"Ebikon, Schmiedhof",VBL,47.0769083,8.3331106
15,"Ebikon, Mühlegg",VBL,47.0727431,8.3351856
16,"Ebikon, Schlössli",Postauto Schweiz AG (PAG),47.0712122,8.3354874
17,"Adligenswil, Stuben",VBL,47.0724092,8.3497755
18,"Adligenswil, Dorf",VBL,47.0705317,8.3641704
19,"Adligenswil, Luegisland",VBL,47.0635361,8.3563198
20,"Alberswil, Unterdorf",PAG,47.1556798,8.0011703
21,"Schongau, Erlebnispark",ZVB,47.2685294,8.2703342
22,"Schüpfheim, Bahnhof",PAG,46.9499865,8.0145362
23,"Schüpfheim, Wegmattensäge",PAG,46.9364749,8.0085814
24,"Schüpfheim, Wegmattensäge",PAG,46.9350500,8.0100601
25,"Flühli LU, Usser-Lamm",PAG,46.9160964,8.0130895
26,"Flühli LU, Krutacher",PAG,46.9084488,8.0154663
27,"Flühli LU, Matzenbach",PAG,46.8930725,8.0148381
28,"Sörenberg, Hirsegg",PAG,46.8387691,8.0123753
29,"Kleinwangen, Post",ZVB,47.1958065,8.2959014
30,"Kleinwangen, Schmiede",ZVB,47.1941947,8.2936241
31,"Kleinwangen, Schmiede",ZVB,47.1948724,8.2939791
32,"Neudorf, Gormund",AAGR,47.1610674,8.2203274
33,"Neudorf, Dorf",AAGR,47.1766380,8.2090666
34,"Neudorf, Post",AAGR,47.1799269,8.2091815
35,"Beromünster, Flugplatz",AAGR,47.1913252,8.2060015
36,"Beromünster, Mooskapelle",AAGR,47.2044657,8.2003508
37,"Horw, Kirchweg",VBL,47.0209882,8.3107212
38,"Horw, Zentrum",VBL,47.0192177,8.3114907
39,"Horw, Wegscheide",VBL,47.0229078,8.3089708
40,"Sempach Stadt, Post",PAG,47.1345642,8.1918827
41,"Horw, Steinen",VBL,47.0156090,8.3027374
42,"Kriens, Rosenstrasse",VBL,47.0242323,8.3020796
43,"Kriens, Kuonimatt",VBL,47.0225726,8.3031763
44,"Horw, Bahnhof",VBL,47.0183253,8.3076236
45,"Luzern, Pilatusplatz",PAG,47.0481318,8.3047261
46,"Kriens, Nidfeld",VBL,47.0300857,8.2966217
47,"Altishofen, Unterdorf",PAG,47.2019900,7.9670699
48,"Römerswil LU, Williswil",ZVB,47.1559716,8.2519877
49,"Hochdorf, Sempachstrasse",ZVB,47.1656436,8.2887747
50,"Buchs LU, Wendeplatz",PAG,47.2017731,8.0335744
51,"Buchs LU, Eintracht",PAG,47.2056101,8.0411088
52,"Hohenrain, Landschau",ZVB,47.1805641,8.3148458
53,"Kottwil, Dorf",ARAG,47.1618842,8.0448775
54,"Wolhusen, Kreisel",ARAG,47.0592672,8.0732938
55,"Kriens, Busschleife",VBL,47.0341942,8.2772036
56,"Ruswil, Neumüli",ARAG,47.0785342,8.1348379
57,"Ruswil, Neumüli",ARAG,47.0781095,8.1359206
58,"Luzern, Tiefe",VBL,47.0409845,8.3131786
59,"Nottwil, Oberdorf",ARAG,47.1321355,8.1378147
60,"Nottwil, Abzw. Bahnhof",ARAG,47.1361021,8.1350947
61,"Grosswangen, Post",ARAG,47.1337892,8.0480773
62,"Rain, Sandblatten",AAGR,47.1261989,8.2436886
63,"Rain, Sandblatten",AAGR,47.1263260,8.2436001
64,"Rothenburg, Wegscheiden",AAGR,47.1097835,8.2565889
65,"Rothenburg, Bertiswil",AAGR,47.1014779,8.2648141
66,"Rothenburg, Eschenbachstrasse",AAGR,47.0976661,8.2711252
67,"Mauensee, Breiten",ARAG,47.1659410,8.0811393
68,"Mauensee, Dorf",ARAG,47.1677549,8.0654194
69,"Ruswil, Rebstockstrasse",ARAG,47.0826088,8.1225057
70,"Ruswil, Althus",ARAG,47.0703545,8.1027816
71,"Emmenbrücke, Sportplatz",AAGR,47.0806248,8.2819110
72,"Emmen, Kasernenstrasse",Auto AG Rothenburg (AAGR),47.0854490,8.2906016
73,"Emmen, Kasernenstrasse",AAGR,47.0851802,8.2901353
74,"Willisau, Postplatz",PAG,47.1211362,7.9925483
75,"Willisau, Bahnhof",PAG,47.1222762,7.9970804
76,"Willisau, Chrüzhof",PAG,47.1240119,7.9948134
77,"Buchrain, Sagenwald",ARAG,47.1066929,8.3436920
78,"Langnau bei Reiden, Oberdorf",AVA,47.2284117,7.9627202
79,"Sursee, Bahnhof",PAG,47.1700926,8.0987086
80,"Meggen, Obermattstrasse",VBL,47.0571185,8.3835408
81,"Gunzwil, Dorf",PAG,47.2112285,8.1794957
82,"Grosswangen, Schutz",ARAG,47.1352644,8.0411324
83,"Meggen, Klösterli",VBL,47.0491732,8.3690558
84,"Meggen, Piuskirche",VBL,47.0468391,8.3716964
85,"Meggen, Piuskirche",VBL,47.0460251,8.3722273
86,"Luzern, Casino-Palace",VBL,47.0553242,8.3184687
87,Brittnau-Wikon,SBB,47.2616893,7.9577903
88,"Luzern, Utenberg",PAG,47.0607690,8.3241766
89,"Luzern, Utenberg",PAG,47.0601833,8.3238923
90,"Luzern, Löwenplatz",VBL,47.0567690,8.3108233
91,"Luzern, Steinhofrain",VBL,47.0415457,8.2958219
92,"Horw, Felmis",VBL,47.0213600,8.3248388
93,"Root, Dorf",VBL,47.1128206,8.3880022
94,"Luzern, Kasernenplatz",PAG,47.0515590,8.3000053
95,"Luzern, Kasernenplatz",PAG,47.0520430,8.3001450
96,"Emmenbrücke, Hübeli",AAGR,47.0867961,8.2755155
97,"Sursee, Spital",PAG,47.1689192,8.1178125
98,Käppelimatt b. Willisau,PAG,47.1167560,7.9751935
99,"Menznau, Tanzeren",PAG,47.0771962,8.0382984
100,"Menznau, Untertreien",PAG,47.0733810,8.0396403
101,"Menznau, Twerenegg",PAG,47.0665985,8.0130303
102,"Ettiswil, Post",PAG,47.1479209,8.0181217
103,"Emmenbrücke Kapf, Bahnhof",AAGR,47.0914336,8.2735948
104,"Meierskappel, Dorfplatz",PAG,47.1246713,8.4432656
105,"Kriens, Bachstrasse",VBL,47.0291385,8.2761633
106,"Ebikon, Halte",VBL,47.0869615,8.3444499
107,"Buchrain, Kirchbreite",VBL,47.0940653,8.3512723
108,Stächenrain,ARAG,47.0767899,8.2241397
109,"Emmenbrücke, Lohrensäge",PAG,47.0819522,8.2525589
110,"Ruswil, Rottalcenter",ARAG,47.0825408,8.1275459
111,"Perlen, Holzplatz",VBL,47.1150835,8.3768863
112,"Emmen, Flugzeugwerke",Auto AG Rothenburg (AAGR),47.0856536,8.3093997
113,"Kriens, Josef Schryberstrasse",VBL,47.0310554,8.2724158
114,"Sempach Station, Mettenwilstr.",PAG,47.1163751,8.1994112
115,"Sempach Station, Seefeld",PAG,47.1174303,8.1993478
116,"Willisau, Geissburg",PAG,47.1165696,7.9863412
117,"Willisau, Schlossfeld",PAG,47.1165310,7.9904571
118,"Schwarzenberg LU, Ennenmatt",PAG,47.0172163,8.1733363
119,"Büron, Dorf",PAG,47.2133541,8.0948226
120,Käppelimatt b. Willisau,PAG,47.1175788,7.9765586
121,"Menznau, Höhe",PAG,47.0643248,8.0302560
122,"Hellbühl, Unter Hellbühl",ARAG,47.0714913,8.2011458
123,"Ebikon, Ottigenbühl",Verkehrsbetriebe Luzern AG (VBL),47.0883164,8.3587960
124,"Büron, Eichenmoos",PAG,47.2060215,8.1010813
125,"Büron, Eichenmoos",PAG,47.2067727,8.1001916
126,"Luzern, Würzenbach",VBL,47.0563664,8.3496764
127,"Luzern, Hubelmatt",VBL,47.0364881,8.3081473
128,"Root D4, Oberfeld",VBL,47.1031569,8.3760157
129,"Root D4, Bahnhof",AAGS,47.1045595,8.3737228
130,"Root, Ronmatt",VBL,47.1097054,8.3842994
131,"Root, Dorf",VBL,47.1129921,8.3881767
132,"Root, Wilweg",VBL,47.1157320,8.3905502
133,"Root, Schlosshof",VBL,47.1179170,8.3922061
134,"Gisikon-Root, Bahnhof",VBL,47.1213949,8.3950479
135,"Hellbühl, Post",ARAG,47.0704971,8.1969259
136,"Littau, Matt",VBL,47.0510239,8.2654222
137,"Kastanienbaum, Schiffstation",VBL,47.0081403,8.3400543
138,"Kastanienbaum, Schiffstation",VBL,47.0082621,8.3400820
139,"Kastanienbaum, Dorni",VBL,47.0090411,8.3367818
140,"Kastanienbaum, Dorni",VBL,47.0086625,8.3370774
141,"Horw, Stegen/Kirchfeld",VBL,47.0219455,8.3216733
142,"Horw, Stegen/Kirchfeld",VBL,47.0220421,8.3204077
143,"Luzern, Kantonalbank",VBL,47.0490383,8.3064822
144,"Luzern, Kantonalbank",VBL,47.0486814,8.3064039
145,"Luzern, Bundesplatz",VBL,47.0461278,8.3086226
146,"Schongau, Erlebnispark",ZVB,47.2685606,8.2712570
147,"Schongau, Kreuz",ZVB,47.2676136,8.2633475
148,"Schongau, Kreuz",ZVB,47.2677510,8.2636526
149,"Schongau, Landi",ZVB,47.2675998,8.2608823
150,"St. Urban, Birchmatt",AVA,47.2273714,7.8401810
151,"Luzern, Werkhofstrasse",VBL,47.0431682,8.3145413
152,"Luzern, Werkhofstrasse",VBL,47.0435474,8.3132029
153,"Luzern, Wartegg",VBL,47.0400777,8.3222623
154,"Luzern, Wartegg",VBL,47.0395829,8.3220005
155,"Luzern, Wartegg",VBL,47.0394189,8.3229797
156,"Luzern, Matthof",VBL,47.0351493,8.3306794
157,"Reussbühl, Frohburg",AAGR,47.0658944,8.2818459
158,"Emmen, Rüeggisingen",AAGR,47.0818363,8.2842356
159,"Emmen, Abendweg",Auto AG Rothenburg (AAGR),47.0837144,8.2866338
160,"Emmen, Abendweg",AAGR,47.0841217,8.2875848
161,"Entlebuch, Marktplatz",PAG,46.9916316,8.0654918
162,"Hasle LU, Sandboden",PAG,46.9602820,8.0528319
163,"St. Erhard, Wiberg",PAG,47.1845797,8.0720950
164,"St. Erhard, Dorf",PAG,47.1828766,8.0748335
165,"St. Erhard, Dorf",PAG,47.1829344,8.0741710
166,"Knutwil, Dorf",PAG,47.1990959,8.0724162
167,"Knutwil, alte Post",PAG,47.1969639,8.0743113
168,"Kriens, Busschleife",VBL,47.0340773,8.2772923
169,"Kriens, Busschleife",VBL,47.0340530,8.2773545
170,"Kriens, Pulvermühle",VBL,47.0338949,8.2702670
171,"Kriens, Grosshofstrasse",VBL,47.0387296,8.2977334
172,"Luzern, Paulusplatz",VBL,47.0434796,8.3036030
173,"Luzern, Bahnhof",VBL,47.0508084,8.3094697
174,"Luzern, Bahnhof",VBL,47.0509195,8.3097081
175,"Luzern, Bahnhof",VBL,47.0506359,8.3099024
176,"Luzern, Bahnhof",VBL,47.0509494,8.3099659
177,"Luzern, Bahnhof",VBL,47.0506648,8.3107039
178,"Luzern, Bahnhof",VBL,47.0506660,8.3108821
179,"Luzern, Bahnhof",VBL,47.0506654,8.3107930
180,"Luzern, Bahnhof",VBL,47.0506672,8.3110603
181,"Luzern, Bahnhof",VBL,47.0506666,8.3109712
182,"Luzern, Bahnhof",VBL,47.0509839,8.3104748
183,"Luzern, Bahnhof",VBL,47.0509891,8.3105796
184,"Luzern, Bahnhof",VBL,47.0509943,8.3106844
185,"Luzern, Bahnhof",VBL,47.0510048,8.3108941
186,"Luzern, Bahnhof",VBL,47.0509996,8.3107893
187,"Meggen, Lerchenbühl",VBL,47.0416240,8.3596259
188,"Meggen, Rosenhalde",VBL,47.0435875,8.3627887
189,"Meggen, Schlössli",VBL,47.0459365,8.3727328
190,"Meggen, Schlössli",VBL,47.0457203,8.3719963
191,"Meggen, Kapelle",VBL,47.0467523,8.3750994
192,"Meggen, Huob",VBL,47.0495456,8.3798504
193,"Meggen, Huob",VBL,47.0497795,8.3802310
194,"Meggen, Kreuz",VBL,47.0515281,8.3834685
195,"Meggen, Kreuz",VBL,47.0509266,8.3822078
196,"Meggen, Gottlieben",VBL,47.0553458,8.3913948
197,"Meggen, Böschenacher",VBL,47.0537118,8.3841080
198,"Meggen, Tschädigen",VBL,47.0619251,8.3858214
199,"Reussbühl, Fluhmühle",VBL,47.0585557,8.2861899
200,"Luzern, Brüelstrasse",VBL,47.0541733,8.3399571
201,"Luzern, Unterlöchli",VBL,47.0676670,8.3237633
202,"Schenkon, Zellburg",PAG,47.1775406,8.1270153
203,"Buttisholz, Dorf",ARAG,47.1142920,8.0939606
204,"Schenkon, Zellfeld",PAG,47.1784176,8.1292572
205,"Ettiswil, Schloss Wyher",ARAG,47.1431037,8.0253026
206,"Eich, Dorf",PAG,47.1506988,8.1680386
207,"Buttisholz, Allmend",ARAG,47.1162931,8.0806995
208,"Grosswangen, Rot",ARAG,47.1235726,8.0658735
209,"Grosswangen, Ed. Huber-Strasse",ARAG,47.1316484,8.0529601
210,"Kottwil, Zuswil",ARAG,47.1543591,8.0348317
211,"Buttisholz, Fürti",ARAG,47.1194771,8.1043860
212,"Buttisholz, Gattwil",ARAG,47.1266282,8.1125125
213,"Nottwil, Büel",ARAG,47.1341442,8.1191284
214,"Nottwil, Rüteli",ARAG,47.1355534,8.1291998
215,"Oberkirch LU, Länggasse",ARAG,47.1521329,8.1155548
216,"Oberkirch LU, Dorf",ARAG,47.1569862,8.1154146
217,"Oberkirch LU, Zum gold. Wagen",ARAG,47.1608627,8.1153517
218,"Oberkirch LU, Feldhöfli",ARAG,47.1652034,8.1141806
219,"Sursee, Spital Fussweg",ARAG,47.1684491,8.1138107
220,Sempach Station,PAG,47.1162590,8.1951287
221,"Inwil, Dorf",ARAG,47.1227397,8.3504167
222,"Buchrain, Ronstrasse",VBL,47.0915731,8.3519190
223,"Buchrain, Kirchbreite",VBL,47.0936233,8.3514694
224,"Buchrain, Dorf",Verkehrsbetriebe Luzern (VBL),47.0951335,8.3482241
225,Chappelbodenbrücke,PAG,47.0301769,8.0675531
226,Chappelbodenbrücke,PAG,47.0303600,8.0677429
227,"Reiden, Mehlsecken",AVA,47.2455482,7.9591634
228,"Geuensee, Ausserdorf",PAG,47.1955005,8.1109185
229,"Triengen, Grund",PAG,47.2301488,8.0813063
230,"Geuensee, Chäppelimatt",PAG,47.1981916,8.1086035
231,"Triengen, Dorf",PAG,47.2327208,8.0781906
232,"Luzern, Obergütsch",VBL,47.0440747,8.2883351
233,"Luzern, Gütschwald",VBL,47.0478949,8.2953078
234,"Luzern, Gigeliwald",VBL,47.0464393,8.2927888
235,"Honau, Hirschen",PAG,47.1330679,8.4059940
236,"Ebikon, Schindler",VBL,47.0888045,8.3529058
237,"Dierikon, Migros",VBL,47.0961292,8.3649597
238,"Wolhusen, Berghofstrasse",ARAG,47.0632072,8.0727747
239,"Pfaffnau, Sagen",PAG,47.2339238,7.8930438
240,"Reiden, Sonne",AVA,47.2481056,7.9710523
241,"Brittnau-Wikon, Bahnhof",AVA,47.2614747,7.9577119
242,"Reiden, Bahnhof",AVA,47.2414412,7.9690296
243,"Wikon, Schlossberg",AVA,47.2623202,7.9706983
244,"Wikon, Hotel Adelboden",AVA,47.2680742,7.9622515
245,"Reiden, Unterdorf",AVA,47.2522487,7.9698975
246,"Wikon, Kreuzung",AVA,47.2636059,7.9649351
247,"Roggliswil, Netzelen",AVA,47.2094214,7.8821834
248,"Roggliswil, Niederwil",AVA,47.2146409,7.8885683
249,"Egolzwil, Gemeindehaus",PAG,47.1847209,8.0077265
250,"Hofstatt, Schachen",PAG,47.0987828,7.9180455
251,"Ufhusen, Ruefswil",PAG,47.1108598,7.9199973
252,"Hofstatt, Rüediswil",PAG,47.0882579,7.9129354
253,"Hofstatt, Gyrstock",PAG,47.0931214,7.9128398
254,"Luthern, Wieden",PAG,47.0682655,7.9185745
255,"Hofstatt, Grünenboden",PAG,47.0776038,7.9178664
256,"Nebikon, Bahnhof",PAG,47.1930019,7.9770475
257,"Luthern Bad, Chrutzi",PAG,47.0387414,7.9258007
258,"Nebikon, Käserei",PAG,47.1887173,7.9756006
259,"Schötz, Gläng",PAG,47.1747030,7.9689799
260,"Schötz, Feld",PAG,47.1707293,7.9749579
261,"Ebersecken, Unterdorf",PAG,47.1812269,7.9352202
262,"Zell LU, Bahnhof",PAG,47.1366281,7.9263955
263,"Fischbach LU, Leimbütz",PAG,47.1489025,7.9110602
264,"Fischbach LU, alte Post",PAG,47.1526024,7.9093180
265,"Fischbach LU, Krone",PAG,47.1571143,7.9071762
266,"Fischbach LU, Reiferswil",PAG,47.1627279,7.9013291
267,"Grossdietwil, Post",PAG,47.1710608,7.8864158
268,"Grossdietwil, Sandgruebe",PAG,47.1740739,7.8837495
269,"Altbüron, Hiltbrunnen",PAG,47.1787088,7.8821556
270,"Altbüron, Post",PAG,47.1811542,7.8794294
271,"Hüswil, Bahnhof",PAG,47.1285660,7.9060560
272,"Ufhusen, Käserei Dorf",PAG,47.1169508,7.8966446
273,"Romoos, Holzwäge",PAG,47.0079826,7.9964815
274,"Bramboden, Kirchplatz",PAG,46.9792313,7.9847846
275,"Bramboden, Seebli/Luogmoos",PAG,46.9815113,7.9899735
276,"Menzberg, Hasenrank",PAG,47.0454378,7.9933458
277,"Menzberg, Gutenegg",PAG,47.0494710,7.9956169
278,"Menzberg, Oberlehn/Napf",PAG,47.0403406,7.9925581
279,"Menzberg, Buchensäge",PAG,47.0562910,7.9985511
280,"Menzberg, Buchen",PAG,47.0600204,7.9986510
281,"Schötz, Moosbrücke",PAG,47.1670849,7.9942800
282,"Hergiswil LU, Luegental",PAG,47.0753441,7.9521060
283,"Hübeli LU, Hintersagi",PAG,47.0643238,7.9530532
284,"Hübeli LU, Sagematt",PAG,47.0583285,7.9523391
285,"Willisau, Feldmatt-Kapelle",PAG,47.1027727,7.9630446
286,"Hergiswil LU, Untere Schmiede",PAG,47.0881059,7.9598426
287,"Hergiswil LU, Dorf",PAG,47.0847998,7.9570945
288,"Willisau, Feld",PAG,47.1111713,7.9707920
289,"Willisau, Breiten",PAG,47.1059622,7.9638261
290,"Hüswil, Stoos",PAG,47.1236840,7.9098559
291,"Hergiswil LU, Vordere Säge",PAG,47.0830264,7.9561248
292,"Roggliswil, Unterfeld",SBB Auto,47.2177088,7.8887431
293,"Nebikon, Maschinenfabrik",PAG,47.1835124,7.9802349
294,"Richenthal, Post",AVA,47.2155578,7.9428553
295,"Menzberg, Dorfplatz",PAG,47.0405531,7.9975133
296,"Dagmersellen, Industriepark",PAG,47.2070852,7.9771716
297,"Hofstatt, Dorf",PAG,47.0844479,7.9154443
298,"Luthern, Dorf",PAG,47.0603853,7.9165121
299,"Ufhusen, Zollhus",GHU,47.1144840,7.8800400
300,"Pfaffnau, Steinacher",AVA,47.2241234,7.8929160
301,"Marbach LU, Schufelbühl",PAG,46.8698789,7.9102150
302,"Escholzmatt, Bahnhof",PAG,46.9152114,7.9362077
303,"Wiggen, Wittenmoos",PAG,46.8875377,7.9121141
304,"Marbach LU, Laui",PAG,46.8428762,7.8866019
305,"Marbach LU, Geissenmoos",PAG,46.8655634,7.9059888
306,"Wiggen, Schächli",PAG,46.8792386,7.9125274
307,"Marbach LU, Mösli",PAG,46.8455788,7.8905245
308,"Marbach LU, Dorf",PAG,46.8533944,7.8994919
309,"Marbach LU, Untergasse",PAG,46.8396213,7.8816597
310,"Marbach LU, Post",PAG,46.8565669,7.9003541
311,"Marbach LU, Ey",PAG,46.8634424,7.9030034
312,"Wiggen, Hilfernstrasse",PAG,46.8826930,7.9150445
313,"Marbach LU, Neugaden",PAG,46.8728763,7.9102813
314,"Escholzmatt, Riedgasse",PAG,46.9073125,7.9311068
315,"Wiggen, Unterbach",PAG,46.9000354,7.9207536
316,"Hasle LU, Farbschachen",PAG,46.9842627,8.0594896
317,"Finsterwald LU, Erlengraben",PAG,46.9771795,8.0846265
318,"Entlebuch, Unteregg",PAG,46.9805342,8.0748061
319,"Entlebuch, Spüelen",PAG,46.9829506,8.0687785
320,"Entlebuch, Drei Könige",PAG,46.9936707,8.0650572
321,"Finsterwald LU, Schwändeli",PAG,46.9618406,8.1219088
322,"Finsterwald LU, Lippern",PAG,46.9684001,8.1045344
323,"Finsterwald LU, Kirche",PAG,46.9731536,8.1030778
324,"Finsterwald LU, Chilenwald",PAG,46.9742995,8.0939043
325,"Entlebuch, Bahnhof",PAG,46.9936833,8.0625797
326,"Hasle LU, Ussercher",PAG,46.9815487,8.0573821
327,"Weggis, Schiffstation",AAGS,47.0316211,8.4332908
328,"Vitznau, Unteraltdorf",AAGS,47.0063053,8.4846061
329,"Weggis, Riedsort",AAGS,47.0238393,8.4549102
330,"Vitznau, Unterwilen",AAGS,47.0206671,8.4695205
331,"Vitznau, Park Hotel",AAGS,47.0144598,8.4805403
332,"Weggis, Zopf",AAGS,47.0355923,8.4230807
333,"Weggis, Neubüel",AAGS,47.0333870,8.4266055
334,"Weggis, Felsberg",AAGS,47.0307993,8.4401156
335,"Weggis, Seilbahn",AAGS,47.0333911,8.4415151
336,"Weggis, Acher",AAGS,47.0299610,8.4454217
337,"Horw, Spitz",VBL,47.0138132,8.3010163
338,"Romoos, Schwändi Zyberlibahn",PAG,46.9985470,8.0042772
339,"Romoos, Schmitteli",PAG,46.9965940,8.0144481
340,"Romoos, Adlisberg",PAG,46.9988339,8.0161378
341,"Romoos, Stude",PAG,47.0035938,8.0183366
342,"Romoos, Talherrenburg",PAG,47.0082162,8.0220580
343,"Romoos, Flühboden",PAG,47.0120021,8.0293982
344,"Doppleschwand, Brüggweid",PAG,47.0169808,8.0380737
345,"Doppleschwand, Hohfuren",PAG,47.0188544,8.0444591
346,"Doppleschwand, Spittel",PAG,47.0223343,8.0559312
347,Burgmatt (Fontannen),PAG,47.0299649,8.0628256
348,"Bramboden, Glashütte",PAG,46.9804988,8.0037972
349,"Habschwanden, Ennetegg/Bachg.",PAG,46.9846597,8.0251556
350,"Habschwanden, Diepleschwand",PAG,46.9813972,8.0182736
351,"Hasle LU, Bahnhof",PAG,46.9781977,8.0471683
352,"Habschwanden, Schulhaus",PAG,46.9882207,8.0404860
353,"Malters, Bahnhof",PAG,47.0384161,8.1820320
354,"Sörenberg, Ochsenweid",PAG,46.8254540,8.0228170
355,"Sörenberg, Camping",PAG,46.8256857,8.0251201
356,"Sörenberg, Schulhaus",PAG,46.8238024,8.0298208
357,"Sörenberg, Schwändili",PAG,46.8148975,8.0494272
358,"Sörenberg, Schwändili",PAG,46.8151034,8.0491980
359,"Sörenberg, Habchegg",PAG,46.8112874,8.0567986
360,"Schüpfheim, Landbrücke",PAG,46.9440824,8.0075615
361,"Hasle LU, Heiligkreuzstrasse",PAG,46.9785626,8.0532728
362,"Ebnet (Entlebuch), Sageli",PAG,47.0311581,8.0757030
363,"Weggis, Tannenbergstrasse",AAGS,47.0342905,8.4471373
364,"Kastanienbaum, Kreuzmatt",VBL,47.0126755,8.3345065
365,"Horw, Ennethorw",VBL,47.0084968,8.3045373
366,"Malters, alte Post",PAG,47.0366518,8.1811375
367,"Kriens, Unter-Dattenberg",VBL,47.0409003,8.2938643
368,"Kriens, Dattenberg",VBL,47.0414940,8.2933343
369,"Kriens, Grabenhof",VBL,47.0248139,8.2964012
370,"St. Niklausen LU, Mättiwil",VBL,47.0215899,8.3360631
371,"St. Niklausen LU, Unterwil",VBL,47.0186896,8.3390744
372,"Horw, Technikumstrasse",VBL,47.0135066,8.3049118
373,"Weggis, Bannholz",AAGS,47.0297979,8.4546156
374,"Weggis, Bodenberg",AAGS,47.0306950,8.4512980
375,"Weggis, Post",AAGS,47.0323683,8.4321631
376,"Weggis, Obstbaumstrasse",AAGS,47.0280437,8.4537971
377,"Weggis, Paradiesweg",AAGS,47.0322838,8.4331251
378,"Weggis, Lützelau",AAGS,47.0245994,8.4611718
379,"Weggis, Magnolienweg",AAGS,47.0250310,8.4573643
380,"Weggis, Föhrenrain",AAGS,47.0268592,8.4557971
381,"Weggis, Lärchenweg",AAGS,47.0254463,8.4552927
382,"Schachen LU, Dorf",VBL,47.0379646,8.1430256
383,"Sörenberg, Post",PAG,46.8218299,8.0345661
384,"Schwarzenberg LU, Rössli",PAG,47.0142650,8.1730625
385,"Romoos, Post",PAG,47.0110119,8.0276475
386,"Doppleschwand, Post",PAG,47.0186876,8.0554362
387,"Sörenberg, Rothornbahn",PAG,46.8077807,8.0596175
388,Klusstalden,PAG,46.9297494,8.0130072
389,"Sörenberg, Südelhöchi",PAG,46.8333488,8.0133401
390,"Sörenberg, Platz",PAG,46.8173381,8.0420886
391,"Finsterwald LU, alte Post",PAG,46.9648736,8.1163580
392,Gfellen,PAG,46.9559925,8.1273021
393,"Hasle LU, Sandboden",PAG,46.9603132,8.0527680
394,"Hasle LU, Haldenegg",PAG,46.9661470,8.0540693
395,"Hasle LU, Hohwald",PAG,46.9631659,8.0549663
396,"Hasle LU, Hofstatt",PAG,46.9758696,8.0570249
397,"Hasle LU, Büelweid",PAG,46.9699943,8.0558879
398,"Ebnet (Entlebuch), Bäckerei",PAG,47.0255273,8.0790314
399,"Finsterwald LU, Entlematt",PAG,46.9659157,8.1103988
400,"Sursee, Sappeurstrasse",PAG,47.1789107,8.1070684
401,"Sursee, Chommlibach",PAG,47.1834712,8.1079322
402,"Beromünster, Winon",PAG,47.2167814,8.1972623
403,"Schwarzenbach LU, Löwen",PAG,47.2324379,8.2112723
404,"Rickenbach LU, Rüchlig",PAG,47.2269700,8.1635390
405,"Geuensee, Sternen",PAG,47.2003076,8.1069301
406,"Hohenrain, Günikon",ZVB,47.1844261,8.3140396
407,"Kleinwangen, Augstholz",ZVB,47.1908580,8.3060900
408,"Hohenrain, Oberebersol",ZVB,47.1728076,8.3214589
409,"Römerswil LU, Eiholdern",ZVB,47.1585792,8.2691638
410,"Römerswil LU, Rehag",ZVB,47.1576536,8.2727930
411,"Römerswil LU, Gosperdingen",ZVB,47.1570055,8.2615581
412,"Römerswil LU, Gehren",ZVB,47.1598022,8.2642728
413,"Römerswil LU, Mur",ZVB,47.1616499,8.2511787
414,"Römerswil LU, Ludiswil",ZVB,47.1545557,8.2571289
415,"Geuensee, Zollhaus",PAG,47.1895642,8.1141018
416,"Hohenrain, Kreuz",ZVB,47.1792227,8.3156399
417,"Kleinwangen, Oberdorf",ZVB,47.1984306,8.3000121
418,"Hochdorf, Bahnhof",ZVB,47.1667408,8.2891762
419,"Hochdorf, Industriestrasse",ZVB,47.1640385,8.2812265
420,"Römerswil LU, Niffel",ZVB,47.1615274,8.2762421
421,"Hitzkirch, Schönegg",ZVB,47.2275268,8.2675118
422,"Hämikon, Stockmatt",ZVB,47.2313568,8.2736388
423,"Hämikon, Oberdorf",ZVB,47.2391872,8.2800742
424,"Hämikon, Berg",ZVB,47.2410259,8.2955329
425,"Müswangen, Sonnmatt",ZVB,47.2385400,8.2866002
426,"Hitzkirch, Bahnhof",ZVB,47.2225538,8.2523404
427,"Wauwil, Sackmatt",PAG,47.1861250,8.0310430
428,"Wauwil, Zentrum",PAG,47.1848350,8.0194840
429,"Hitzkirch, Bleulikon",ZVB,47.2297027,8.2622508
430,"Müswangen, Dorf",ZVB,47.2381582,8.2886635
431,"Hämikon, Schulhaus",ZVB,47.2372406,8.2750081
